poem,dataset,bertranker_all,bertranker_coherent,bertranker_grammatical,bertranker_melodious,bertranker_moved,bertranker_real,bertranker_rhyming,bertranker_readable,bertranker_comprehensible,bertranker_intense,bertranker_liking,crowdgppl_all,crowdgppl_coherent,crowdgppl_grammatical,crowdgppl_melodious,crowdgppl_moved,crowdgppl_real,crowdgppl_rhyming,crowdgppl_readable,crowdgppl_comprehensible,crowdgppl_intense,crowdgppl_liking,bws_all,bws_coherent,bws_grammatical,bws_melodious,bws_moved,bws_real,bws_rhyming,bws_readable,bws_comprehensible,bws_intense,bws_liking,gppl_all,gppl_coherent,gppl_grammatical,gppl_melodious,gppl_moved,gppl_real,gppl_rhyming,gppl_readable,gppl_comprehensible,gppl_intense,gppl_liking
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest proportions to",gpt2,-0.23289085924625397,-0.24703003466129303,-0.25656846165657043,-0.2579959034919739,-0.2537844777107239,-0.257484495639801,-0.24529123306274414,-0.26047587394714355,-0.2558608949184418,-0.2535356283187866,-0.2525191009044647,-1.849309476096431,-1.849309476096431,1.1464716895043694,-1.3666525606805389,-3.476692631159558,0.0469303426260936,0.6965912156228069,-1.041802328212937,-0.00932710223260858,1.105137585888519,-0.23661321774796712,-0.30434782608695654,-0.30434782608695654,-0.13043478260869565,-0.30434782608695654,-0.13043478260869565,-0.21739130434782608,-0.4782608695652174,-0.6521739130434783,-0.30434782608695654,-0.21739130434782608,-0.391304347826087,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459,-0.7052239843617459
"o night , hide me in your long cold arms :<br>let me sleep , but let me not live this life !<br>there are too many people with haggard eyes standing<br>before me<br>saying , “ to live you must suffer even as we . ”",gutenberg,-0.23279792070388794,-0.24840152263641357,-0.2548364996910095,-0.2562507688999176,-0.2525120973587036,-0.2556678354740143,-0.24603629112243652,-0.25984257459640503,-0.25344541668891907,-0.25227561593055725,-0.25208529829978943,0.09056424859587081,0.09056424859587081,0.4263632847353601,-0.7925531184608805,-0.2910123553577261,3.173617941379693,-0.6338899263924661,-0.16156893254075688,0.2995777899302612,-0.012268171354672801,2.5369227035504753,0.022222222222222223,0.0,-0.2,0.2,0.2,0.2,-0.2,-0.2,0.4,-0.2,0.4,0.23314817649846198,0.23314817649846198,0.23314817649846198,0.23314817649846198,0.23314817649846198,0.23314817649846198,0.23314817649846198,0.23314817649846198,0.23314817649846198,0.23314817649846198,0.23314817649846198
"i sang a little bird <br>beneath the moon , <br>and the wind has a rose on the shore , <br>and the eye of the sun in the sky ,",ngram,-0.23290151357650757,-0.24744552373886108,-0.2563011944293976,-0.25657448172569275,-0.25275200605392456,-0.2574702799320221,-0.24585916101932526,-0.26012417674064636,-0.25481942296028137,-0.25335875153541565,-0.2518163025379181,0.6409987019860024,0.6409987019860024,-0.08198959018515087,-2.9096846710888222,0.22193153721527162,2.7197447962464243,-2.484296381204242,-0.6925642770377065,-2.1557388411670217,-0.4283054276156467,1.7972286705059928,-0.4074074074074074,0.3333333333333333,-0.3333333333333333,-1.0,0.3333333333333333,-0.3333333333333333,-1.0,-0.3333333333333333,-1.0,-0.3333333333333333,-0.3333333333333333,0.5081926422318487,0.5081926422318487,0.5081926422318487,0.5081926422318487,0.5081926422318487,0.5081926422318487,0.5081926422318487,0.5081926422318487,0.5081926422318487,0.5081926422318487,0.5081926422318487
"the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and",gpt2,-0.23284712433815002,-0.24848298728466034,-0.25583356618881226,-0.2564287483692169,-0.2538248300552368,-0.2579492926597595,-0.24600262939929962,-0.2605024576187134,-0.25509583950042725,-0.2524111270904541,-0.2529042363166809,-2.4362096375272184,-2.4362096375272184,0.5777537726623262,-3.079664532711227,-1.5920296360954391,-0.5485730614174256,-0.07377610682830803,1.4249151754377107,-1.0444726445883987,1.9220717987970537,-0.36899460187411554,-0.21481481481481482,-0.4666666666666667,-0.06666666666666667,-0.4666666666666667,-0.2,-0.6,-0.06666666666666667,0.2,-0.3333333333333333,0.06666666666666667,-0.4666666666666667,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973,-0.33580347419568973
"as you forgot i may forget ,<br>when summer dews cease to be wet .<br>when whippoorwills disdain the night ,<br>when sun and moon are no more bright ,<br>and all the stars at midnight set .",gutenberg,-0.23285852372646332,-0.24787087738513947,-0.25738316774368286,-0.2596333920955658,-0.25542235374450684,-0.2601090669631958,-0.2477952092885971,-0.2624790072441101,-0.25639015436172485,-0.25625988841056824,-0.2526959180831909,0.057520909852460646,0.057520909852460646,-0.008650533684454327,-2.2391032155252444,-1.1869833539019994,1.3132533103791426,-1.8716060063409068,0.9431371412698132,-0.5130877970731533,-0.11994520769201711,0.2976535425947535,-0.037037037037037035,1.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.0,-0.3333333333333333,0.3333333333333333,-1.0,0.3333333333333333,0.6566918292852704,0.6566918292852704,0.6566918292852704,0.6566918292852704,0.6566918292852704,0.6566918292852704,0.6566918292852704,0.6566918292852704,0.6566918292852704,0.6566918292852704,0.6566918292852704
"they are not dead , nor thousands of death ; <br>‘ tis not that the earth is not there . <br>then the same gray fox <br>that cannot be done .",ngram,-0.23281316459178925,-0.24905812740325928,-0.25401782989501953,-0.25541576743125916,-0.2511335611343384,-0.2545696794986725,-0.2467437982559204,-0.25835680961608887,-0.25332528352737427,-0.252735435962677,-0.2551109790802002,-0.9655306831479739,-0.9655306831479739,0.552075441401826,-2.464967723461306,-0.5986557558934684,2.250670346803898,-2.7964643924386605,-0.8190428559621502,-0.9997986921945673,-0.2848697306237789,-1.4522509383388231,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-1.0,1.0,-0.3333333333333333,-1.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-1.0,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134,-0.5383343498118134
"a smoky rock had hung so sternly low<br>and silent, on this towering vale below<br>the forest in track on the natal shore<br>his accents fell, an angel was before",deepspeare,-0.23281389474868774,-0.24719341099262238,-0.2552337944507599,-0.2571237087249756,-0.25438225269317627,-0.25810766220092773,-0.24448759853839874,-0.260597825050354,-0.2554567754268646,-0.2538789212703705,-0.2541486918926239,-0.31015828829166175,-0.31015828829166175,1.064304641129254,-0.5894416298226596,-2.656449326672102,2.9048041900236146,-0.5528574507984859,-0.29707753101749684,-0.44804009062015276,0.26351999347916055,1.0201615702054052,0.05982905982905983,0.07692307692307693,0.23076923076923078,0.23076923076923078,-0.5384615384615384,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.07692307692307693,-0.23076923076923078,0.23076923076923078,0.1527750835402442,0.1527750835402442,0.1527750835402442,0.1527750835402442,0.1527750835402442,0.1527750835402442,0.1527750835402442,0.1527750835402442,0.1527750835402442,0.1527750835402442,0.1527750835402442
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest and sun",gpt2,-0.23289328813552856,-0.24750471115112305,-0.2562595307826996,-0.25765424966812134,-0.2541769742965698,-0.2573690414428711,-0.24503827095031738,-0.26033276319503784,-0.2559179365634918,-0.25424256920814514,-0.2530369460582733,-1.8227550913670043,-1.8227550913670043,1.768492520220353,-1.5348128873137463,-2.5334392991704413,0.6333965514589445,0.0016008787901508352,-1.637388186746106,-0.07637263400022819,0.786652561276368,-0.5952191742429849,-0.26570048309178745,-0.4782608695652174,-0.043478260869565216,-0.13043478260869565,-0.4782608695652174,-0.4782608695652174,-0.4782608695652174,-0.21739130434782608,0.043478260869565216,-0.13043478260869565,-0.4782608695652174,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214,-0.7615503189160214
"but i advise against resistance. we,<br>the chosen ones of heaven must have kiss.<br>the children must obey and never see,<br>remember nothing. only heaven knows.<br>remember only that, remember. we,<br>however many people suffer blows,<br>believe that only heaven judges me.<br>remember also that the very fact,<br>whoever judges, judges, judges) act.",true_poetry,-0.2328595519065857,-0.24779538810253143,-0.2549492120742798,-0.25606560707092285,-0.25342488288879395,-0.25678929686546326,-0.24301983416080475,-0.2586952745914459,-0.2541723847389221,-0.252620130777359,-0.25273388624191284,-1.3799111440986367,-1.3799111440986367,1.2942885041375576,-0.5100418056628703,-1.9467807927602714,1.1402515059422538,2.9391655792006417,-2.0852304486293685,-1.0332551075608143,1.3559539388955897,0.5040275342635114,0.18518518518518517,0.3333333333333333,-0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,-0.3333333333333333,-1.0,0.3333333333333333,0.3333333333333333,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883,-0.3338007405094883
"references : masson 's life and times of john milton ; milton<br>( classical writers ) , by stopford brooke ; milton ( english men of<br>letters ) , by mark pattison ; macaulay 's essay on milton ; de quincey ,<br>milton vs. southey and landor ; coleridge 's literary remains ;<br>johnson 's lives of the poets ; hazlitt 's english poets .",gutenberg,-0.23289336264133453,-0.2449617236852646,-0.25435057282447815,-0.2556561827659607,-0.25208011269569397,-0.25549426674842834,-0.24645602703094482,-0.25956863164901733,-0.2528488039970398,-0.25223684310913086,-0.24981917440891266,-1.3954391301163596,-1.3954391301163596,-0.10463177701349666,-3.286060720246165,-4.3840822446721,0.9382675250242325,-0.19686555187622012,-0.7414273944187769,-2.555777092946716,-0.8628677183059535,-1.29250508940849,-0.7037037037037037,-0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-0.3333333333333333,-1.0,-0.3333333333333333,-1.0,-1.0,-1.0,0.05043462964609692,0.05043462964609692,0.05043462964609692,0.05043462964609692,0.05043462964609692,0.05043462964609692,0.05043462964609692,0.05043462964609692,0.05043462964609692,0.05043462964609692,0.05043462964609692
"where will-o ’ - the-wisps and glow-worms shine ,<br>in bulrush and in brake ;<br>where waving mosses shroud the pine ,<br>and the cedar grows , and the poisonous vine<br>is spotted like the snake ;",gutenberg,-0.23281191289424896,-0.24876320362091064,-0.2551593482494354,-0.25728192925453186,-0.25302407145500183,-0.2578442692756653,-0.24765677750110626,-0.26102155447006226,-0.25443145632743835,-0.2544417381286621,-0.2550118863582611,0.10529337785914863,0.10529337785914863,0.1414386258529246,1.2775069584206877,-2.095129962566898,1.416785640410316,-0.6270545672000671,2.5079522396442724,-0.052250888282303724,0.6302449951677743,0.9190490066910637,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6525414023807813,0.6525414023807813,0.6525414023807813,0.6525414023807813,0.6525414023807813,0.6525414023807813,0.6525414023807813,0.6525414023807813,0.6525414023807813,0.6525414023807813,0.6525414023807813
"the castle of our desire vult, and we desire <br>we should a drink, as full, as dry, and as indeed <br>we cannot touch the tables, as indeed they are <br>the stay of queens above, and list to adventures of men <br>with flowing water and a listless store",gpt2,-0.232839897274971,-0.24844974279403687,-0.2553672790527344,-0.25700974464416504,-0.25395113229751587,-0.2583438456058502,-0.24670612812042236,-0.2616172134876251,-0.25507956743240356,-0.25374120473861694,-0.25473201274871826,-0.6313335982199952,-0.6313335982199952,0.14925674683775456,-0.8880511389884083,-1.5000291522990707,0.7097281117327742,-0.48904814709128747,0.7122498183243848,-0.5112749590791559,-0.020975372909183977,0.010053730352858403,-0.2,0.0,-0.2,-0.4,-0.2,-0.2,-0.2,-0.2,0.0,-0.4,0.0,0.20120753927267318,0.20120753927267318,0.20120753927267318,0.20120753927267318,0.20120753927267318,0.20120753927267318,0.20120753927267318,0.20120753927267318,0.20120753927267318,0.20120753927267318,0.20120753927267318
"and they live by nature 's lord 's their own <br>nor know the though stretched of too short to fall <br>not blind therewith the herd for their pow'r <br>at twelve o'clock , to find them all",jhamtani,-0.23280522227287292,-0.24715130031108856,-0.254747211933136,-0.2562796473503113,-0.25317758321762085,-0.2563747763633728,-0.24497584998607635,-0.2593541443347931,-0.2537573277950287,-0.2522522807121277,-0.25418099761009216,-0.21832588424317834,-0.21832588424317834,1.5923511467718516,0.026013339561585545,-0.3117307759457188,2.369391321638671,-1.9198136069749363,-0.6343459556099221,0.6087443543015789,-0.7975730850090376,0.8769147476058105,0.022222222222222223,0.0,0.2,0.4,0.0,0.8,0.2,-0.4,-0.4,-0.6,0.0,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532,-0.0500521558549532
"the world was in its day of peril dark and glorious <br>wontian, marsepulchral, helen we were sons <br>in the lone sky and in the aisles stretch of dreams <br>but when the shades of death did not set <br>her eyes were dazzled,",gpt2,-0.23279675841331482,-0.24696190655231476,-0.25494319200515747,-0.25637730956077576,-0.25392964482307434,-0.2568712830543518,-0.24415716528892517,-0.26047590374946594,-0.2539878785610199,-0.2524334490299225,-0.25104212760925293,-1.2902994934619354,-1.2902994934619354,1.267748781251833,-1.2726110959048669,-1.2547504881967995,1.7606174168747966,-1.4870490995213252,0.7267216125393318,0.061672878901500576,3.2149380404584607,-0.5256013419250125,-0.022222222222222223,-0.6,-0.2,-0.6,-0.2,-0.2,0.2,0.6,-0.2,1.0,-0.6,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112,-0.2971950017014112
"i do not ask for me a thing , <br>and i 'll be a boy , as i am here , <br>and i am weary , and my heart and soul , <br>i will not go .",ngram,-0.232792928814888,-0.24786806106567383,-0.25439175963401794,-0.2549304664134979,-0.2517232596874237,-0.2559301257133484,-0.2471005767583847,-0.2581934630870819,-0.25341302156448364,-0.25221797823905945,-0.254279762506485,1.522701921599355,1.522701921599355,1.4619976032229678,-3.525899774026127,1.7774964309935026,1.3444601492431667,1.5611356582847675,2.682244785123829,-0.040012396052135954,0.789960892557621,-0.45079529324334083,0.4074074074074074,1.0,-0.3333333333333333,-1.0,1.0,0.3333333333333333,1.0,1.0,1.0,-0.3333333333333333,-0.3333333333333333,1.2985711172902508,1.2985711172902508,1.2985711172902508,1.2985711172902508,1.2985711172902508,1.2985711172902508,1.2985711172902508,1.2985711172902508,1.2985711172902508,1.2985711172902508,1.2985711172902508
"then let us all most merry be ,<br>and sing with cheerful voice ,<br>for we have good occasion now<br>this time for to rejoice .<br>for , etc .",gutenberg,-0.23290033638477325,-0.24703840911388397,-0.25599852204322815,-0.2582569420337677,-0.25393521785736084,-0.2579595446586609,-0.24486714601516724,-0.26215410232543945,-0.2542378008365631,-0.2559652030467987,-0.25195547938346863,-3.8597707943652626,-3.8597707943652626,3.3953456719441313,-0.9459814453118496,-2.7432838457926625,2.786659997762579,0.8546898592128711,-0.39479247930252565,0.1472024027762796,0.8951209725337369,0.9709643881880712,0.25925925925925924,-1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856,-0.8782899866675856
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he who with his maker knew <br>the gorge with ferns and more desired, he",gpt2,-0.2328864485025406,-0.2462698072195053,-0.2557578980922699,-0.25633370876312256,-0.2536507844924927,-0.2570004165172577,-0.24390439689159393,-0.25980082154273987,-0.25492173433303833,-0.25281447172164917,-0.2515579164028168,-1.976769991692404,-1.976769991692404,1.5163564873558002,-1.5030612680487307,-3.7086438323934834,0.510042360957076,0.3620217517555764,0.1852961209470884,-0.41069678300258083,0.3009913872790965,0.3187382693587156,-0.19111111111111112,-0.36,0.04,-0.44,-0.2,-0.28,-0.04,0.12,-0.12,-0.44,-0.2,-0.635020870215893,-0.635020870215893,-0.635020870215893,-0.635020870215893,-0.635020870215893,-0.635020870215893,-0.635020870215893,-0.635020870215893,-0.635020870215893,-0.635020870215893,-0.635020870215893
